KN808563.1	7519	7547	1	-0.108250	10	0.13	0.57	0.65	0.75825
KN808813.1	9021	9051	1	0.146042	12	2.3e-05	0.00063	0.37667	0.23062
KN809451.1	7953	7987	1	0.161875	12	0.0035	0.041	0.72021	0.55833
KN809563.1	3620	3798	1	0.106429	14	0.0076	0.048	0.745	0.63857
KN811286.1	1700662	1700754	1	-0.148696	23	0.00012	5.2e-05	0.016087	0.16478
KN811286.1	3166783	3166815	1	0.128000	10	0.0054	0.0084	0.8225	0.6945
KN811288.1	3179293	3179322	1	0.111500	10	0.00051	0.012	0.89575	0.78425
KN811294.1	1562313	1562400	1	-0.132125	20	0.00016	0.0003	0.015625	0.14775
KN811296.1	875012	875149	0.47	-0.221923	13	3.5e-06	1.8e-05	0.62538	0.84731
KN811298.1	131219	131311	1	-0.150761	23	1.3e-05	9.3e-05	0.025435	0.1762
KN811298.1	195513	195667	1	0.111154	13	0.016	0.057	0.36654	0.25538
KN811298.1	675344	675445	1	-0.193333	15	0.0082	0.0022	0.18783	0.38117
KN811300.1	2057390	2057544	1	0.113125	12	0.017	0.031	0.38167	0.26854
KN811304.1	1122198	1122228	1	0.113333	12	0.00017	0.00044	0.33354	0.22021
KN811314.1	1586453	1586485	1	0.124000	10	0.018	0.0083	0.213	0.089
KN811317.1	2478456	2478603	1	0.115000	13	0.013	0.035	0.36962	0.25462
KN811319.1	114654	114808	1	0.108542	12	0.027	0.085	0.38437	0.27583
KN811327.1	2073508	2073703	1	0.106000	10	0.041	0.15	0.744	0.638
KN811327.1	2073765	2073820	1	0.163250	10	0.0091	0.24	0.77275	0.6095
KN811340.1	1980054	1980125	1	-0.126912	17	0.11	0.029	0.023088	0.15
KN811340.1	3309944	3310016	0.68	-0.178750	18	1.2e-07	2.5e-05	0.02375	0.2025
KN811350.1	513600	513668	1	0.106875	16	0.00033	0.017	0.86828	0.76141
KN811352.1	119755	119898	1	0.102727	11	0.029	0.35	0.81682	0.71409
KN811356.1	1719036	1719369	1	0.162250	10	0.0054	0.012	0.27675	0.1145
KN811364.1	707983	708031	1	-0.128167	15	0.00021	0.00062	0.019167	0.14733
KN811366.1	1803330	1803440	1	-0.134500	10	0.03	0.29	0.70775	0.84225
KN811368.1	1875563	1875626	1	-0.126176	17	0.13	0.011	0.53956	0.66574
KN811370.1	1515995	1516067	0.23	-0.178889	18	2.1e-07	8.6e-06	0.023194	0.20208
