"","logFC","logCPM","F","PValue","FDR"
"LOC105920174",-0.716883340150628,5.96477229523337,47.4126425454822,1.8071012612445e-07,1.14717220890571e-05
"bco1l",1.56608724162454,5.71101344939128,47.3886927186105,1.81527795879951e-07,1.14717220890571e-05
"nploc4",1.8045700008263,2.77487068852839,47.0679101907663,1.92870578847598e-07,1.20500277557284e-05
"psmd13",1.11654241544609,3.69157578631274,46.9708927281066,1.96449042180311e-07,1.21356947630039e-05
"jun",4.66842619427289,3.00965343108695,47.4883722097232,2.01617706859057e-07,1.23166016923455e-05
"psmd2",1.19461194095569,5.09675043398711,46.5395782680227,2.13242556647246e-07,1.2883599741171e-05
"hhipl1",-0.925503900868332,7.82376555348678,46.1306694110454,2.30591986506828e-07,1.37758208856113e-05
"cert1",1.08087730589466,3.49374569857049,46.0760581790677,2.33021342735878e-07,1.37758208856113e-05
"zpr1",1.47383532509474,2.98029307981824,45.5881375067162,2.5598533682742e-07,1.49724189561399e-05
"ca4a",-1.17211246231765,3.65618082430379,45.4430964543203,2.63271046257151e-07,1.51640901664079e-05
"pnisr",-0.881303759851508,3.97735218797303,45.4136227541371,2.64778584207923e-07,1.51640901664079e-05
"hsp90b1",2.61265080206248,7.58860262483025,45.1962307359044,2.82163585053619e-07,1.59931483569566e-05
"LOC118560193",1.51940617532529,3.09830200886782,44.806086694981,2.98008019038085e-07,1.65771165630003e-05
"ddx39ab",1.07827105645625,4.58611219569644,44.7977045215336,2.98496642367593e-07,1.65771165630003e-05
"ND3",-2.69133903441876,6.7198383091008,44.6770448380239,3.17401761601829e-07,1.74507488528686e-05
"LOC118556360",1.44372603668302,3.99630615030959,44.0789837871549,3.43766253082121e-07,1.85638254987884e-05
"col6a2",-2.43966532827564,2.85937621626453,44.0696601425488,3.44399818275085e-07,1.85638254987884e-05
"gigyf2",1.06538835891954,3.4475752049612,44.0179088106456,3.47939297746112e-07,1.85725267864866e-05
"tbx2b",3.73689584917549,3.47016542223705,44.1088265734868,4.00761377603638e-07,2.11864043660077e-05
"gch2",-1.95080612144454,6.03119188808955,42.971780011144,4.28530903903696e-07,2.24386943777383e-05
"LOC105922680",-0.88700206194329,4.2041420095726,42.9183729468484,4.33149908150201e-07,2.24665867453755e-05
"mboat2a",1.16817422259416,4.10230657543158,42.6613210224367,4.56141051133893e-07,2.34379766274219e-05
"per1b",1.64605131557965,4.4534901752557,42.5886382217597,4.628768386027e-07,2.35638598022004e-05
"etf1a",0.968502548493832,5.48314256390143,42.2934063541962,4.91354343410923e-07,2.47840933951675e-05
"rxraa",1.75609511653213,2.59400966694052,42.2399804498902,4.96705638356306e-07,2.48262509062088e-05
"LOC105921300",1.39651735463034,5.86920695767407,41.9006244835166,5.32190468187181e-07,2.63602089557939e-05
"pnp5a",-1.71442127062942,10.6688613642682,41.7619560133074,5.47464670940395e-07,2.68746496502705e-05
"elovl5",-2.70275395110043,8.04714106477606,41.8279296293983,5.67843594198055e-07,2.71214695443289e-05
"get3",1.06654182058549,3.74545248753804,41.5777662738155,5.68484293588325e-07,2.71214695443289e-05
"slc27a6",1.13095077816839,6.36486058833441,41.5657332655415,5.698872966928e-07,2.71214695443289e-05
"tmem79b",1.29800881304936,3.86245057682516,41.5457581211225,5.72224530218653e-07,2.71214695443289e-05
"LOC105940386",1.0527509254591,3.84885924051496,41.203624081784,6.13894616005626e-07,2.87322640050517e-05
"srrm2",1.13370711339602,4.01967255039778,41.1817920946837,6.16661904801036e-07,2.87322640050517e-05
"abcf3",1.48148153425342,3.25886509794425,40.8739531901078,6.57139469026046e-07,3.03609479050857e-05
"LOC105915764",-2.6977366747741,4.75091324284646,41.1299333859933,6.77304909860248e-07,3.09452765155863e-05
"LOC105940202",1.41251063738813,6.56465039530653,40.7015674111279,6.81043735610394e-07,3.09452765155863e-05
"LOC105937305",-3.51466611910081,7.29392295924884,41.2216851744373,6.96437693509155e-07,3.1385364253388e-05
"LOC105936699",-1.29177618000509,6.1964091301267,40.4237979999354,7.2154569882214e-07,3.22525061148303e-05
"psmb3",0.899027737221401,5.1231395854618,40.355194447109,7.31941827937663e-07,3.24048087149923e-05
"aldh3a2b",-0.881949063666736,7.73816417600177,40.3238778853131,7.36740831097496e-07,3.24048087149923e-05
"alas2",-2.06990851049696,3.12865166475711,40.0483141189205,7.80453532825622e-07,3.38466669918422e-05
"LOC105928369",1.56568111469539,3.99437530584644,40.0398797163644,7.81834614034916e-07,3.38466669918422e-05
"mmp2",-2.37342505992005,3.85046575733447,39.7159100364844,8.72023850309007e-07,3.74561494453041e-05
"arl8bb",1.26816295025755,3.92596998186237,39.3427253111733,9.05578188320684e-07,3.84222858029983e-05
"dpm1",1.10559795728771,3.23953273947966,39.327558330185,9.08493480245504e-07,3.84222858029983e-05
"ttll12",-0.989668013685988,4.33852220366215,39.2216529480444,9.29132630186616e-07,3.89952000058474e-05
"eif4ebp2",-1.17351713709495,5.8046703819509,39.1098244548432,9.51473278699802e-07,3.9529358441858e-05
"selenoi",2.49054212514815,2.63063020448439,39.086331390207,9.56239482132979e-07,3.9529358441858e-05
"dnajc19",-1.53533867601194,6.81141850814769,38.8435743402353,1.00701682693431e-06,4.10344201019762e-05
"fzd9b",1.67145032836157,5.17375243743242,38.8409798841219,1.00757488427915e-06,4.10344201019762e-05
"hspa4a",3.27188062205495,3.03911751945173,39.0194402031039,1.02579646986668e-06,4.14693308185809e-05
"polg",1.77377351321615,2.83818701796355,38.7216046443768,1.03361433288189e-06,4.1480376658282e-05
"ddx23",0.770292927469109,4.39951339771166,38.4451437889541,1.09673272221514e-06,4.36944674401366e-05
"sf3b2",0.841532609461046,4.46452785510864,38.3674534089942,1.11520547692548e-06,4.38356740981936e-05
"LOC118560615",-1.64103783812126,2.97590544420088,38.3632139949569,1.11622305815698e-06,4.38356740981936e-05
"slc8b1",1.65850869740458,3.36319486887441,38.2443548231098,1.14516203946753e-06,4.46531978226417e-05
"ctdspla",1.48522639885745,4.3609424277915,38.1598603394962,1.16622318098036e-06,4.51541904861269e-05
"ddx19",0.819019988138661,4.28662174746758,37.9924877611689,1.20917962306087e-06,4.64899969761443e-05
"apobb.1",-0.888394023539994,13.4373111287502,37.9377275325745,1.22360002343256e-06,4.6717728672446e-05
"pdia4",1.85294467204345,5.79464865833066,37.8799903363185,1.23900442253483e-06,4.68892928408484e-05
"ssr1",0.892801558051428,6.30807713945955,37.857169325568,1.24515037372933e-06,4.68892928408484e-05
"vkorc1",-1.21252874216211,5.11210325507476,37.678606076401,1.2943838246836e-06,4.84117161095948e-05
"cpox",2.5424851051984,3.06418899929344,37.5330276085338,1.33606841918276e-06,4.94706251311003e-05
"LOC105928529",1.18414187292553,3.29984830955628,37.4475905041394,1.36120115106866e-06,4.94706251311003e-05
"pdap1b",1.22595495693413,3.43682983636409,37.4469275271803,1.36139814868902e-06,4.94706251311003e-05
"psmd8",1.17458294762586,3.80238965656948,37.4420254172537,1.36285571604455e-06,4.94706251311003e-05
"eif4ebp1",-1.08892742500516,4.52619717308852,37.4258218473679,1.36768552563246e-06,4.94706251311003e-05
"lmbrd2b",1.45831586456829,5.38597989098327,37.3040158493276,1.40458560323884e-06,5.04732787359945e-05
"LOC105938142",-0.996588466494849,7.72276816902682,37.0075026456493,1.49895217720363e-06,5.34949767902439e-05
"itgb1a",-1.02393314148653,3.27671458307906,36.9708808335491,1.51107112363034e-06,5.34949767902439e-05
"srpk1a",-1.4987612362608,3.63765187052535,36.9504911926616,1.5178640195122e-06,5.34949767902439e-05
"LOC105922786",-1.17555720608206,5.79993575748467,36.7401961468102,1.58986792642269e-06,5.56757570667005e-05
"mid1ip1l",2.63296939512463,7.35709961610051,36.8620715347396,1.62769003051402e-06,5.66394923276336e-05
"trim25",-1.55856272648323,3.78970490901141,36.4670268661293,1.68892055949158e-06,5.80640109680692e-05
"b2m",-2.03164627620225,4.74170583741544,36.531034192268,1.6897493188234e-06,5.80640109680692e-05
"pdcd4a",-0.852177887062678,5.56787388235075,36.3657587153955,1.7273061624397e-06,5.89858961558602e-05
"LOC105932136",1.28735693038006,6.05708811516228,36.3074090595172,1.74984777001002e-06,5.93868088858954e-05
"ppp1r3b",2.05488641186543,8.92217178562115,36.2103261894782,1.78876164939841e-06,6.03350401741869e-05
"LOC105920693",0.83408977155138,5.96847750818914,36.1491630126615,1.81258525729576e-06,6.05614169927609e-05
"ssuh2rs1",-1.45358306902674,3.77764030296366,36.1370069736097,1.81750342011741e-06,6.05614169927609e-05
"slc11a2",-2.3705981114725,5.01807548868519,36.2141614342892,1.87697175219022e-06,6.21662089972399e-05
"mtss1",1.49043376070422,3.22052126125936,35.9127142777524,1.91086623280377e-06,6.29098356164978e-05
"LOC105923193",-4.8965651940684,3.86097249117939,36.8609245707145,1.93364935656924e-06,6.3048671569622e-05
"ddx5",1.12937871987993,6.97867895951697,35.8368308667615,1.94360752496063e-06,6.3048671569622e-05
"hnf4a",1.16764487166372,6.6153183018121,35.8233517807451,1.94948602525204e-06,6.3048671569622e-05
"get4",0.966357404384895,3.73825484092194,35.621599228225,2.03979198507209e-06,6.55834873329026e-05
"psmc3",1.18398442899253,4.55317107356022,35.4027879613778,2.14283236969895e-06,6.84958858639815e-05
"LOC105935620",-0.912490092037889,5.4016917568567,35.3393060405139,2.17376164479004e-06,6.90828989772004e-05
"si:ch73-103b11.2",1.24753297841154,3.23927119977939,35.3011216232381,2.19259609116229e-06,6.9280996029944e-05
"sec14l7",1.58875163858363,6.12820117529531,35.1316414852536,2.27833114142012e-06,7.15786549458733e-05
"dap1b",-1.49927296358079,6.23113971975104,35.0960191068292,2.29680495485364e-06,7.1749054782871e-05
"LOC105933241",-2.43765425743051,3.0235742486381,35.0525768326873,2.31955199400165e-06,7.20502647628308e-05
"gk5",1.01422022207606,6.00545616305829,34.9460226315485,2.37637543378593e-06,7.34006299716575e-05
"eif4g1a",0.86930775624908,5.61992232296274,34.9039887943737,2.39920060265263e-06,7.36916475608054e-05
"LOC105917298",0.96185778296715,3.67001063925118,34.8073130758242,2.45259501354957e-06,7.49131521360864e-05
"mgat1a",-0.816515145354236,5.71910485844858,34.6383036385511,2.5490273481798e-06,7.72138669783831e-05
"psma5",1.2848254668285,3.89135801297113,34.6263391362224,2.55600650965182e-06,7.72138669783831e-05
"slc30a5",1.02622299557062,3.23726430951826,34.5206741935417,2.61854096922301e-06,7.82696449545116e-05
"pfn1",-1.62338704438569,3.54600459040217,34.5191950600666,2.61942791408333e-06,7.82696449545116e-05
"bag4",1.34725290006741,4.32903453293804,34.4758918847026,2.64553755278257e-06,7.86225160281004e-05
"tln1",-1.0875810644417,3.35537046423007,34.367211560154,2.71230435028051e-06,8.01733834292593e-05
"fstl1b",-0.953686639561448,4.9510997383484,34.2404331076364,2.79248242229905e-06,8.21019698278086e-05
"ibtk",-0.896355125961952,4.53016357240263,34.1048073786635,2.88107991907822e-06,8.42562627398514e-05
"zgc:154058",1.45371844385803,6.68946615713688,33.9707022301088,2.97165654057258e-06,8.64453315347515e-05
"evi5b",0.616209118606265,5.55946541923171,33.8938815510493,3.02491515873122e-06,8.75314923300225e-05
"cdh5",-1.8881127640147,3.81752919448513,33.8583034197065,3.06033180431899e-06,8.80926924614964e-05
"zcchc24",0.839607040883627,4.15688622094874,33.819489433863,3.07746742595746e-06,8.81245620203859e-05
"ctsf",-1.3557560669217,11.9120637393894,33.5570659442345,3.27081633445514e-06,9.27410761283239e-05
"mta2",1.17959174245001,2.80346662363533,33.5549587446015,3.27242065640139e-06,9.27410761283239e-05
"LOC105940037",-1.33052912116936,5.82029611422298,33.5172190611636,3.30129732579504e-06,9.30796548575444e-05
"ND1",-1.85749854237757,8.96044788753847,33.4527952256511,3.35122524091024e-06,9.4005287625125e-05
"s100a10b",-2.85566542859843,5.26974444128797,33.8321047785362,3.38317574482177e-06,9.44197981981223e-05
"ppp4r2b",1.00652134979084,4.14171055279347,33.3683561151107,3.41789548312003e-06,9.49070170009796e-05
"sardh",1.55160259116298,3.85040948379403,33.3361481327849,3.44369961861369e-06,9.5143017603709e-05
"atg3",-0.794225652364586,5.86212206398843,33.2375690079083,3.52398616703093e-06,9.68743797316802e-05
"lsg1",0.868961647435075,3.03135738588146,33.2110950479874,3.54588810247391e-06,9.69915064049828e-05
"ddx3xb",-1.15971199961385,5.13459121523584,33.1398154559545,3.60558721389455e-06,9.81362302078825e-05
"psme3",1.02869740906103,3.97412884145953,33.0717216652575,3.66362649605478e-06,9.92247215532471e-05
"LOC105931567",-0.824185264489984,10.9422237622465,33.018008729554,3.71011565456057e-06,9.99912542586961e-05
"itpkcb",-1.86726011068813,4.45466824045046,32.8372379888583,3.91281820357615e-06,0.00010464508596168
"eif4eb",0.923000161454343,4.04323927018534,32.7703745768382,3.93278646483263e-06,0.00010464508596168
"krtcap2",1.01382434889115,4.62828175121202,32.7467158588552,3.95479886103498e-06,0.00010464508596168
"LOC105931958",1.55410693001237,3.41176998952364,32.7422952516402,3.95892649691331e-06,0.00010464508596168
"per3",1.45612036075675,5.46419215291851,32.6446514082176,4.05128812016413e-06,0.000106574076960107
"psmc2",1.13148580037491,5.15470261817157,32.6130798272205,4.081644416561e-06,0.000106861338105964
"abcg5",-1.71447426551574,4.18686236804731,32.5231111023828,4.16949686092582e-06,0.000108644046167631
"hectd1",0.858141001516761,4.93167660437071,32.4005871055561,4.29241747228196e-06,0.000111022128749514
"cse1l",1.14604178750924,3.06898758172791,32.3920281111347,4.30114831277672e-06,0.000111022128749514
"LOC105935686",-0.611369660601202,4.81521441241069,32.0587113999912,4.65643124250613e-06,0.000119631116688312
"copb1",0.729962022889433,4.7994975846221,31.8362922091142,4.91095463780265e-06,0.000125583388830879
"LOC105934446",1.95519048633654,4.83166247664283,31.8762648737949,4.93495460413328e-06,0.000125612872284837
"LOC105923341",-2.54444481874154,4.94080283741385,32.1043476106248,4.97071021547047e-06,0.000125939929791044
"leng8",-1.09347284304804,4.07052718212969,31.7025463081423,5.07116434196688e-06,0.000127895695193275
"LOC105918728",-1.80989126382759,14.2581794579431,31.6583927253181,5.19929362332695e-06,0.000130258749334306
"cpsf3",0.856876992317897,4.83254628047019,31.5884720150329,5.21224533531235e-06,0.000130258749334306
"srp54",1.19896046160414,5.31827393095409,31.4847238696824,5.34421740205362e-06,0.000132952521613081
"atp5po",-1.27075045230437,8.88154378414742,31.4269299553757,5.4192854137834e-06,0.000134212753175591
"dnajc2",0.899626459852106,4.04213670226244,31.377588925364,5.48426985513475e-06,0.000135213074724354
"tusc2b",0.946631632097662,3.19529085099663,31.3375531222951,5.53761355869348e-06,0.000135918747079003
"spcs2",1.06006875143942,4.77990210835217,31.2555269701043,5.64865261888345e-06,0.000137547913906937
"dnajc1",0.792456907180515,4.02133343807121,31.2516024350369,5.65402483502506e-06,0.000137547913906937
"f5",0.711218573660845,8.45666529610739,31.1885205613795,5.74113304566831e-06,0.000139051759846187
"ddx21",-0.887971408570539,8.30379848508322,31.1249824917936,5.83032905320626e-06,0.000140592759361965
"LOC105935151",-0.863133320976074,5.09542816127076,31.0959125661863,5.87163291417609e-06,0.000140970470577031
"h3f3d",0.798372673714745,4.47706963351898,31.0380166322107,5.95483272689418e-06,0.000142346392749844
"psma1",1.00433863626555,4.63374155095342,30.9908949523997,6.02348344370537e-06,0.000143364121097368
"pdap1a",0.650481182879033,4.71145339171497,30.9277314974713,6.11684081160618e-06,0.000144958580957805
"gpr137c",-2.07405669386403,5.141081478636,31.0164815533827,6.14816053645722e-06,0.000145075479096317
"LOC105927137",-2.0678797537326,3.81514906984737,30.9794771428559,6.21718190751879e-06,0.000146077205673241
"polr3k",-1.59729728742778,4.32093776150577,30.7702990727035,6.35635800817886e-06,0.000148299762150931
"ly75",-1.41955532290372,3.35656411412466,30.7642736778908,6.36572278421601e-06,0.000148299762150931
"rangap1a",0.997363985743292,3.03374002142098,30.6312864730586,6.57623006105544e-06,0.00015255743829402
"mif",-1.04683729884416,8.10703743580832,30.562114379064,6.68866701851889e-06,0.000154513828856373
"cfdp1",-0.909948354276536,4.43377349367831,30.393767612643,6.97102353457778e-06,0.000159492859434245
"LOC105940131",-2.11131193394449,4.55215913742251,30.5600289858071,6.98062780105132e-06,0.000159492859434245
"kctd10",0.948940463902548,3.24964529681807,30.3740775254143,7.00487498385117e-06,0.000159492859434245
"grwd1",1.11224662625318,3.31155704574761,30.3489678038829,7.04830015217064e-06,0.000159492859434245
"agt",0.883828019569169,10.1234326157335,30.3288521728343,7.08329693316128e-06,0.000159492859434245
"aldh16a1",-1.47304664308055,6.93870359273339,30.3252395887917,7.08960177028172e-06,0.000159492859434245
"rcl1",-1.52186955062695,7.04949359978895,30.2950376705844,7.1425477660092e-06,0.000159492859434245
"ttc27",1.12702795411646,2.95229549584067,30.2861938021694,7.15813188660308e-06,0.000159492859434245
"rtcb",1.24747381581772,3.98460518184578,30.2821414504574,7.16528488182221e-06,0.000159492859434245
"foxp1b",1.93455195066782,2.9219195278551,30.2627765463277,7.19957288001246e-06,0.000159609885864147
"ube2e1",0.892453484521415,3.73182944830021,30.2017560078187,7.3087742948654e-06,0.000161380084631205
"faf1",1.08977582828471,3.25914462127201,30.0670067013244,7.55626922486036e-06,0.000166177472793129
"LOC105936133",-1.17602382114715,3.780180863093,30.0341789556211,7.61791719358554e-06,0.000166865771833997
"sucla2",0.935741384535484,3.2564310448785,29.9877155775316,7.70609645138923e-06,0.000168127453530706
"si:ch211-200p22.4",1.79434386581373,2.71503561187585,29.8736561860256,7.92724123543938e-06,0.000172268665266584
"phka2",0.952988126531951,5.23760182737043,29.7323838709285,8.21063724530859e-06,0.000177515651958469
"galnt16",1.54273327077948,5.76201752600501,29.6932392605903,8.29107291092068e-06,0.000177515651958469
"dbnlb",-0.926083276665427,3.71738558554634,29.6805267486866,8.31737664712783e-06,0.000177515651958469
"trpc4apa",0.976850014253529,3.40692894691042,29.6763815805146,8.32597286148115e-06,0.000177515651958469
"arf2b",0.643810883172897,6.86602548605985,29.6676711363287,8.34406760003015e-06,0.000177515651958469
"ssr2",1.04040587268654,6.73149859142176,29.6588600786151,8.36241430651936e-06,0.000177515651958469
"dlst",-0.613900292401212,7.77385485545283,29.6345437462459,8.41327170082351e-06,0.000177908337735106
"LOC105928093",-0.938908330729349,3.28906144406517,29.5400220048556,8.61413965414051e-06,0.000181458006967297
"dnm2a",-0.860911096560956,4.11495242378474,29.441209032207,8.82964307131356e-06,0.00018518448284366
"slc31a1",1.01548172461698,5.5684773587134,29.428216521159,8.85840650925475e-06,0.00018518448284366
"hlfa",1.00125388727939,3.95661985478548,29.3545776596885,9.02334400314749e-06,0.000187917974732215
