"","logFC","logCPM","F","PValue","FDR"
"calm1a",0.997231299541881,6.00437573573396,30.6603837314936,6.52954115687329e-06,0.000269920430680371
"rnf113a",0.861281949876871,3.32329988363194,30.544464201191,6.7176860591932e-06,0.000275625656368987
"sc5d",-1.20257159446409,5.61131083814308,30.4746966020718,6.83372229241336e-06,0.000278309667879175
"ralgapa2",1.30405740589304,4.22686744021277,30.3083171695922,7.11921581174887e-06,0.000287804768624965
"sf3a3",0.827370301836376,4.74957950777556,30.2726529168356,7.18206356951618e-06,0.000288226171570803
"rrs1",1.25176113436865,3.22179794284925,30.1214920618077,7.45512886910664e-06,0.000296698166494492
"polr3k",-1.58524284144728,4.32093776150577,30.0838640309217,7.5248207630079e-06,0.000296698166494492
"srfb",-1.47992838529694,4.14559678352908,30.0676512096998,7.5550642614094e-06,0.000296698166494492
"pdgfrb",-1.76113108514166,2.91486698581427,30.0189760521179,7.64664979149368e-06,0.000298165110309449
"LOC105928551",-2.5244174654168,3.00020975786735,29.8036584666262,8.17464036527224e-06,0.000316336901404066
"arpp19a",1.24316893691476,5.76399631146911,29.6970439105917,8.28321799955295e-06,0.000316336901404066
"ddx49",0.763550822035749,4.30485225821758,29.6960408642253,8.28528806878601e-06,0.000316336901404066
"LOC105934161",-0.816296637946137,4.08016771442839,29.5979190295388,8.49049966364264e-06,0.000321320095725245
"LOC105925769",2.73185437453598,6.09375167855181,29.8823459310658,8.53269079226733e-06,0.000321320095725245
"atg4c",-1.66083579380831,3.05862730449274,29.4719742932724,8.76193249916031e-06,0.000326920064947214
"aqp7",1.23511536033486,6.3869256654996,29.4412326590497,8.82959085650851e-06,0.000326920064947214
"drg2",0.657590201262902,3.85800995393679,29.4275956681606,8.85978349893322e-06,0.000326920064947214
"derl1",0.956541948601614,4.76648221038497,29.2809681041145,9.19151525958712e-06,0.000336899672648067
"ubap2l",0.996979845446435,3.04936365606072,29.2402222591253,9.28604896967707e-06,0.000338110577717116
"elovl6",4.88810422421275,6.61615170135962,29.8971222179077,9.42326051930136e-06,0.000340780914286152
"fasn",-2.01128252601587,7.02604028246533,29.208357516239,9.48335392611518e-06,0.000340780914286152
"tmem79b",1.09411408400701,3.86245057682516,29.1220373223492,9.56620107818313e-06,0.000341525802128902
"aldh16a1",-1.4341612742762,6.93870359273339,28.7741021167881,1.04449606866497e-05,0.000370492863581937
"LOC105924362",0.761865171104021,6.04275734031647,28.6981751334796,1.06480150111629e-05,0.000375274272637012
"LOC105928529",1.04748529760885,3.29984830955628,28.6669929708618,1.07326306731127e-05,0.000375847155673718
"paf1",1.06026326617377,3.74682903007949,28.6278869703892,1.08397701694035e-05,0.000377196559439117
"coq8b",2.77796955398251,4.05843855147375,28.9184896463892,1.1112115314505e-05,0.000382849199235179
"taok2b",-1.06188538778003,3.71092244098254,28.5199527274152,1.1141482698732e-05,0.000382849199235179
"rbm8a",0.706774998040253,4.29748220617148,28.4489665337058,1.13448200705742e-05,0.00038527435496346
"kiaa1191",-1.59024147580152,7.11685230602029,28.446412772506,1.13522090767698e-05,0.00038527435496346
"gpr137c",-1.98384872486196,5.141081478636,28.4856182233794,1.15135663845558e-05,0.000388353300504832
"cdk7",1.05308448933223,3.3974279442469,28.3305503466746,1.16929391587032e-05,0.000391998655454574
"slc52a3",2.10966921208099,5.73559084037327,28.4034273587489,1.17756757192124e-05,0.000392379788510484
"ppp6r3",0.555047744941743,4.40298387224034,28.2553518242883,1.19199494835884e-05,0.000394514100762012
"ssr1",0.771085607771057,6.30807713945955,28.2346602966018,1.19832402377694e-05,0.000394514100762012
"LOC105925725",0.741271208916236,4.25297772486792,28.1059003563841,1.23852865032385e-05,0.000405323245207174
"glrx5",0.585021027832289,4.74792249370506,27.9602084107068,1.28577394973571e-05,0.00041829498080751
"LOC105925264",-1.07820474623355,3.72172326439875,27.9013280914317,1.30541365057106e-05,0.000420662946273665
"LOC105938918",0.750140689804686,4.85674870093005,27.8925914867626,1.3083551075445e-05,0.000420662946273665
"ppargc1b",-1.80434815146515,4.71454855967773,27.916869667159,1.31631431447041e-05,0.000420761401218506
"psmc2",1.04835636518168,5.15470261817157,27.8301714884607,1.32957898463763e-05,0.000422544812574434
"fabp4a",2.3054590692065,5.25465383807688,27.9710541718745,1.35632232248339e-05,0.000423363169216837
"col1a1b",-2.48473506531015,3.50231911717335,28.0025257878538,1.35682658058899e-05,0.000423363169216837
"LOC105927986",-0.999356642629816,5.40036691804862,27.7448439599219,1.35919195606695e-05,0.000423363169216837
"tbl2",1.10839676298312,4.87873830001877,27.7172892926015,1.36890547253195e-05,0.000423363169216837
"kdm6ba",-1.5242487338908,3.55847965005675,27.7123470102327,1.37065558604214e-05,0.000423363169216837
"gch1",-1.73268473145723,8.93159941405853,27.5744824452564,1.4204560367339e-05,0.000436294262009105
"trim25",-1.33524677024341,3.78970490901141,27.528974153958,1.43731859877213e-05,0.00043902098089162
"anxa1a",-1.82930757544502,3.9415644944206,27.4786168593959,1.47795016786791e-05,0.000448937570328053
"znf330",-0.894907551531097,4.92084588988799,27.3872534534688,1.49122300952341e-05,0.000450480445404378
"kif1c",0.798663407773711,5.1444951198589,27.2299574223885,1.55360433416726e-05,0.000465966191184992
"paip2b",1.02121782826998,5.32184535222021,27.2058537351537,1.56340855673792e-05,0.000465966191184992
"gk5",0.892640312625769,6.00545616305829,27.1942216359766,1.56816368443283e-05,0.000465966191184992
"canx",0.789099951618554,7.30880582786847,27.1741967014473,1.57638616879608e-05,0.000465966191184992
"cdh5",-1.68494821124596,3.81752919448513,27.1608176604298,1.58604552999189e-05,0.000466314348871412
"hsf1",-1.01002646374195,4.34707078519164,27.1118691481543,1.6022762968854e-05,0.000468580589376379
"immt",0.85369710747592,4.52402933960334,27.0400163142226,1.63269094300051e-05,0.000474826606998862
"LOC105925770",2.57697862643134,3.30560715980212,27.2602541004397,1.64090679028345e-05,0.000474826606998862
"slc37a2",0.755215260378084,5.05065248976325,26.9125053055495,1.68820221982365e-05,0.000485954754167039
"ctsf",-1.20755742072048,11.9120637393894,26.8115214111799,1.73360292078756e-05,0.000495826196908623
"g6pd",0.788832389518476,3.58780718488062,26.7963590529809,1.74053212083238e-05,0.000495826196908623
"LOC105929189",-0.741020946721537,6.8249503114312,26.6848878915814,1.79239674596502e-05,0.000505361578791885
"LOC105921249",-1.50298872852433,4.97661467085468,26.6286174600557,1.81920610525431e-05,0.000505361578791885
"LOC105936132",-1.22494341328568,3.33414810896967,26.613777352401,1.82634802976598e-05,0.000505361578791885
"sec31a",0.844052104792804,3.69069797850955,26.6107533627618,1.82780703927974e-05,0.000505361578791885
"slc2a9l2",-1.24815733196491,6.76392859224905,26.6068560301998,1.82968926420412e-05,0.000505361578791885
"LOC105935543",-1.69070778931989,12.5571995810862,26.6260631996542,1.84170816677913e-05,0.000505361578791885
"galnt16",1.45429375799074,5.76201752600501,26.5712029802177,1.84700491397337e-05,0.000505361578791885
"LOC105940037",-1.18631493131708,5.82029611422298,26.5520975998109,1.85635618786649e-05,0.000505361578791885
"crnkl1",0.911468541290085,2.95370849291102,26.5311262790301,1.86667932739557e-05,0.000505361578791885
"LOC105920045",6.05226939268495,2.46821468894425,26.6798300981011,1.86984801051728e-05,0.000505361578791885
"ssuh2rs1",-1.24184214303435,3.77764030296366,26.514083805272,1.87511389729983e-05,0.000505361578791885
"LOC105919524",1.24229324515267,4.01889653543923,26.4573494986469,1.90348873434968e-05,0.000510506393241686
"LOC105916972",1.16391465678876,4.41124092354551,26.4361099764323,1.91422970110072e-05,0.000510736761825131
"rangap1a",0.946458141890955,3.03374002142098,26.3822861195377,1.9417413343543e-05,0.000510736761825131
"adi1",-1.43786735575442,4.35002842901634,26.3814926957001,1.94215004871187e-05,0.000510736761825131
"mta3",0.857994942908048,3.21498373919795,26.3701901114231,1.9479823626047e-05,0.000510736761825131
"LOC105920174",-0.53418844501723,5.96477229523337,26.3619426870744,1.95225003406154e-05,0.000510736761825131
"cfl2",0.73334603941398,5.62804925714546,26.346852199684,1.96008469889237e-05,0.000510736761825131
"edem3",1.03188095015753,3.29307667919005,26.282681531118,1.99377984986037e-05,0.000514527817859705
"LOC105923191",-4.08803523093246,5.42626315754875,26.8440780453128,1.99981414607769e-05,0.000514527817859705
"znrd2",0.92904324919347,3.05180361326795,26.2531024800034,2.00952038829572e-05,0.000514527817859705
"abcg8",-1.33735038200917,5.47969250808674,26.2483391078541,2.01206767624293e-05,0.000514527817859705
"noc2l",0.901451065822395,3.01648732317597,26.167247911867,2.05596868350117e-05,0.000520258272299858
"hif1al",1.75213123922306,6.18898711000822,26.1669299152028,2.05669364600722e-05,0.000520258272299858
"flna",-1.27957422707294,3.66138803209078,26.1546791130063,2.06286473920279e-05,0.000520258272299858
"LOC105937203",0.787920024093811,3.67945482694834,26.1280874456675,2.0775366581507e-05,0.00052156605235217
"ankrd54",-1.07063464329897,3.82980944258978,26.1063610640214,2.08960735234593e-05,0.000522211873781724
"commd10",-0.929141289040433,3.93666762783495,26.0597212261108,2.11577455379606e-05,0.000526358755509987
"mta2",1.05940508605526,2.80346662363533,25.8154542641931,2.2586919137386e-05,0.000559382348726794
"slc11a2",-1.99003813785195,5.01807548868519,25.9070703260161,2.27806554362157e-05,0.000561650419678539
"LOC105931567",-0.726934731347832,10.9422237622465,25.7586161621724,2.29341263378661e-05,0.000562792165038096
"ube2g1b",1.73024735426299,5.03932954144896,25.7777432370917,2.30316910028322e-05,0.000562792165038096
"LOC105915684",0.960761429355938,3.44711526610692,25.6778150757637,2.34376188535576e-05,0.000568783935447976
"LOC105915496",-0.936253955477931,13.0958344896906,25.6659498884089,2.35125480667013e-05,0.000568783935447976
"LOC105934007",1.00103190912008,4.05040623988578,25.654159994353,2.35872566900943e-05,0.000568783935447976
"s100a10a",-1.67414676503382,3.20662179015101,25.6176880334234,2.38199860662049e-05,0.000571887700401723
"ap2a1",0.867541379520379,4.71151544289186,25.5787189307014,2.40713778514153e-05,0.000575410588813396
"cul2",0.984579936293663,3.15089969771777,25.536839727737,2.43447229867072e-05,0.000579425484765871
"ilf2",0.794539283168817,5.46755788009133,25.4643234283175,2.48259521065771e-05,0.000588332261560176
"ssr2",0.961142232222222,6.73149859142176,25.3205295798417,2.581067591512e-05,0.000609043331250343
"si:dkey-34e4.1",-1.40277581521066,3.88431303160055,25.1623847014802,2.69423352183087e-05,0.000632341776461186
"faxdc2",1.33788267953362,9.14855062820325,25.1467620089095,2.70569874069554e-05,0.000632341776461186
"gcdhb",-0.883529837323308,4.41918001161622,25.1350774309886,2.71430809830556e-05,0.000632341776461186
"ido1",0.853212847501256,6.36898964388184,25.0945274238021,2.74441488781837e-05,0.000636657934735249
"LOC105936193",-1.2496549040451,3.41129601043077,25.0128842874238,2.80612541256932e-05,0.000646691332410124
"si:dkey-16l2.16",-1.41582175865092,3.20662722239504,25.0062695939093,2.81119004085158e-05,0.000646691332410124
"ca4a",-0.872971827005814,3.65618082430379,24.954103915092,2.85147711854212e-05,0.000650981760028311
"tmem110l",-0.969510794180127,3.99236046563857,24.9514780761558,2.8535213562536e-05,0.000650981760028311
"etfb",-0.673001549994237,7.33704700736728,24.9304974817428,2.8699115742242e-05,0.00065201544773077
"rpf2",1.0796442404659,3.07451006990585,24.9077874487268,2.88776688278052e-05,0.000653372111997008
"xrn2",1.10162925891621,4.06494245133246,24.808392804091,2.96732990716046e-05,0.000668276831945821
"c7b",1.94245993124178,9.28333484452421,24.8627842917295,2.98864195921198e-05,0.000668276831945821
"mtpn",0.777802184938836,4.09612675445927,24.7804644513402,2.99010732372994e-05,0.000668276831945821
"kdm5bb",0.623391662549533,3.42182247541833,24.7317502084919,3.03028773512749e-05,0.000674515059422306
"arl1",0.729218070034483,4.23463563389824,24.6976665150859,3.05874526682075e-05,0.00067810409181373
"fam20a",-1.2260257134686,5.1119823028173,24.6608527472097,3.08980502026468e-05,0.000682238875558844
"uso1",0.892047412742881,3.44251479232609,24.629398730762,3.11661119853393e-05,0.000684546026165916
"LOC105920835",-0.783304596783444,7.67174422494528,24.6097388176485,3.13349283584217e-05,0.000684546026165916
"scaf4a",-1.13538333119287,3.0102381643346,24.5844391787243,3.15536188944495e-05,0.000684546026165916
"atp6v0cb",0.693357367995099,5.11636762128138,24.5692098446186,3.16860516039537e-05,0.000684546026165916
"gramd2b",1.00464045822859,5.04302344254151,24.5619787918508,3.1749141028621e-05,0.000684546026165916
"LOC105923800",1.26180056870088,7.3321944873776,24.5588039931932,3.17768830992596e-05,0.000684546026165916
"slc27a6",0.865524365361295,6.36486058833441,24.5376640361438,3.19622738346258e-05,0.000684546026165916
"pglyrp2",1.0281845043788,7.971870475652,24.5335366920635,3.19986047152857e-05,0.000684546026165916
"selenot2",0.772624021147692,4.55713278713509,24.4999880964103,3.22955667195899e-05,0.000688221030326765
"arf6a",0.820172721464827,4.57909675288238,24.3941779561388,3.32517215490222e-05,0.000705860869021329
"ssb",0.944978447295247,3.47213977777431,24.3719412847019,3.34565046472076e-05,0.000707476394424412
"cdc37l1",-0.946088815398981,3.74761006733483,24.3394920792846,3.37577722689373e-05,0.000711111999749491
"tkfc",-1.32322565927084,6.11862653207635,24.291873771259,3.42051623300083e-05,0.00071515750448336
"LOC118556100",-1.0538477172805,4.94390719168249,24.2831173821144,3.42881227023707e-05,0.00071515750448336
"eva1ba",-1.49328814941153,6.33522654884978,24.2776483407309,3.43400475052032e-05,0.00071515750448336
"slc37a4a",1.07882601934141,7.7266075068741,24.2416436169982,3.46840033730876e-05,0.000719276564369874
"ostc",0.817838679992919,7.01546844324348,24.2296411826572,3.47994845620929e-05,0.000719276564369874
"spcs3",0.859855104989652,5.1331345987832,24.1852432746047,3.52302613092745e-05,0.000725453096173751
"zgc:64106",1.17680925995087,6.8033543174342,24.1343250155231,3.57313663113952e-05,0.000733026313358398
"LOC105936136",2.42576485535555,3.41168731108245,24.3000663317191,3.60284620711155e-05,0.000736373548204436
"nuak2",-1.10005500873639,4.16952751884585,24.0826492817302,3.62477634885358e-05,0.000736489882786631
"sms",-1.28810035323294,3.87395043709654,24.0772612642266,3.63020658848994e-05,0.000736489882786631
