"","logFC","logCPM","F","PValue","FDR"
"bag4",1.17669842090321,4.32903453293804,26.0021708661714,2.14854910681756e-05,0.000686478535864207
"txn2",-0.806399952267866,5.26093303477655,25.9950505025316,2.15264185820709e-05,0.000686478535864207
"LOC105936133",-1.11183295020917,3.780180863093,25.9821601069497,2.16007251190447e-05,0.000686478535864207
"atp6v0cb",0.711532082588127,5.11636762128138,25.9597805237396,2.1730387059992e-05,0.000686591081041675
"srpk1a",-1.26935237467595,3.63765187052535,25.9385735506847,2.18540267701515e-05,0.000686591081041675
"si:dkey-34e4.1",-1.44152817149942,3.88431303160055,25.8350478876002,2.24685395040859e-05,0.000698422186375456
"LOC105929454",0.863126885389653,5.1704719778127,25.8323711884358,2.24846720604685e-05,0.000698422186375456
"mmp2",-1.92219442618635,3.85046575733447,25.8547539200882,2.2910322050386e-05,0.000707645790073159
"slc8b1",1.36721512274574,3.36319486887441,25.5549344588605,2.42262120127697e-05,0.00074411013210172
"psmb3",0.716170177324578,5.1231395854618,25.5239463237894,2.44295478449371e-05,0.00074618696695258
"higd2a",1.06788669742734,3.01195402127006,25.4954666819163,2.46180406347575e-05,0.000747789985690038
"agt",0.807711476836656,10.1234326157335,25.3874833930297,2.53470444524134e-05,0.000765703573622905
"eif4g1a",0.741370181691627,5.61992232296274,25.3462483865957,2.56315137420354e-05,0.000767004277455248
"ssuh2rs1",-1.23032172858374,3.77764030296366,25.3408349226578,2.56691136871163e-05,0.000767004277455248
"psmc3",1.00155248778715,4.55317107356022,25.1914831962864,2.67301752488203e-05,0.000794391910908185
"slc25a33",-1.77832521902497,6.54717831285524,25.1129540353818,2.74759792055881e-05,0.000809446071037
"mibp2",-1.43534632194451,7.08209529938516,25.065550544725,2.76614873910815e-05,0.000809446071037
"mief2",0.784420137766381,3.41602432365331,25.0633054792762,2.76784033021019e-05,0.000809446071037
"slc49a3",1.13550517143679,3.83778074391808,24.9767182478137,2.83393664119563e-05,0.000824390669486432
"lrba",0.705781737416067,3.52171323448971,24.8360159351282,2.94498465306299e-05,0.000847382031762215
"LOC105932829",-2.95407387923663,5.92383472765719,25.2148576793405,2.95065917561545e-05,0.000847382031762215
"LOC105921666",-1.6942710216196,7.89943769454393,24.8184050357987,2.95920971441152e-05,0.000847382031762215
"pdap1b",1.00565958037183,3.43682983636409,24.6669352189855,3.08464996668869e-05,0.000878725674448416
"f5",0.628152184766513,8.45666529610739,24.3625990107247,3.35429437898418e-05,0.000950613943075
"pmpcb",1.04659301043933,4.00374314218994,24.3150997853577,3.39861555738067e-05,0.000958235299204048
"LOC105923673",1.16455064541029,3.29892539618612,24.2805493543365,3.43124938559085e-05,0.000961560783627251
"mrps18c",-1.30725793576004,4.95238876289599,24.2656890157698,3.44538876636174e-05,0.000961560783627251
"ly75",-1.28376475136445,3.35656411412466,24.2214990244324,3.48780592837987e-05,0.000964608987637031
"cald1a",-0.943582035709528,3.5028471707558,24.2177809897144,3.49140030083247e-05,0.000964608987637031
"LOC105938918",0.698603845395723,4.85674870093005,24.1917567853249,3.51667061323536e-05,0.000966732751578399
"LOC105935151",-0.763643004812992,5.09542816127076,24.1330036647534,3.57444717009844e-05,0.00097165336473393
"cers3a",-1.70953269014212,5.05647381861426,24.1581323281083,3.58629305519161e-05,0.00097165336473393
"LOC105926320",-1.11379372906387,10.2674965612522,24.1197823073518,3.58758881485973e-05,0.00097165336473393
"polr3k",-1.42180041250472,4.32093776150577,24.0908931376684,3.61648477435762e-05,0.00097467810242246
"acsf2",-1.25377517619777,6.81495603167301,23.9262487456164,3.78601370899032e-05,0.00101539040839165
"LOC110367064",-1.82053149662128,4.3016231996453,23.9734254120598,3.82161388013258e-05,0.00101996277247422
"LOC105936525",0.72056967879889,4.23922744336552,23.8389933450603,3.87930209577832e-05,0.00103035762911059
"abcb11b",0.966212873377769,7.35209161026064,23.7947034673307,3.92759649347146e-05,0.00103816949620702
"ggcx",-0.847890187410094,7.65752019469467,23.743360766453,3.98439116692816e-05,0.0010481427098455
"snrpa1",0.867217008860961,3.15472787379446,23.5948162924864,4.15373631901267e-05,0.00108358179481301
"si:ch73-103b11.2",1.03250126247172,3.23927119977939,23.5907100870297,4.1585259859139e-05,0.00108358179481301
"LOC105933085",1.26553316830787,8.13301051347029,23.5600827022725,4.1944389153338e-05,0.00108778420549553
"crema",-4.63386696838495,3.54388512017755,23.9572279449162,4.34501401117573e-05,0.0011178216563909
"tmem14ca",-0.907891513724482,6.30302651159658,23.4187678367698,4.36451175925873e-05,0.0011178216563909
"tfcp2l1",1.22422512219768,6.63695141137007,23.4132865506356,4.37125602262721e-05,0.0011178216563909
"sult1st6",0.810547676799604,4.58439262292541,23.3923215233709,4.39715523391952e-05,0.00111923886463377
"pcxb",1.20176909907546,8.70026645204608,23.3722123269017,4.42215215744851e-05,0.00112041440376276
"pknox1.1",-1.20077360491794,3.75197255869497,23.3047241113267,4.50716626285548e-05,0.00113131768964562
"lyrm5b",-0.987288979993513,4.80471291382643,23.2921795505822,4.52316115905591e-05,0.00113131768964562
"uso1",0.86586747189466,3.44251479232609,23.2892408800138,4.52691691018617e-05,0.00113131768964562
"LOC105924574",0.753841805997852,5.45077557014469,23.1984302874333,4.64464440862547e-05,0.00115548664971144
"atp6v1e1b",0.585588494266724,3.78735648205812,23.1380908714529,4.72468539390768e-05,0.00116265767370172
"ecpas",0.834222767475236,3.46118646653733,23.1235802790092,4.74415411681986e-05,0.00116265767370172
"ctnnbl1",0.68697617684043,3.48165094180829,23.1195347900008,4.74959726370441e-05,0.00116265767370172
"ube2q1",1.37601941188701,3.44814642458023,23.0996389038951,4.77646471840119e-05,0.00116265767370172
"LOC105926182",0.835192249222067,7.69829411751827,23.0976171917423,4.77920396974514e-05,0.00116265767370172
"si:dkey-156n14.5",-0.915126396240472,4.2840090557339,23.0335830803671,4.86684419789255e-05,0.00117876252863495
"galnt16",1.35506401563149,5.76201752600501,22.9715775012147,4.95335561951183e-05,0.0011944539121086
"fosab",-6.12854786446729,2.28436549799919,23.0597201881923,5.02722070169252e-05,0.00120006980332526
"cast",-0.694927232599099,4.96737994091681,22.8974202198941,5.05899695450491e-05,0.00120006980332526
"nomo",1.19297299771262,3.69162398954851,22.8956098568928,5.06160600185326e-05,0.00120006980332526
"tbl2",1.00206350978722,4.87873830001877,22.8939814439391,5.06395406277666e-05,0.00120006980332526
"mapk9",-1.35503979474105,3.14781925290898,22.8505963508159,5.1269454011983e-05,0.00120978308222267
"LOC105936485",-0.714822448305619,3.41924556670578,22.8063136560121,5.19210913720964e-05,0.0012199237622384
"ndufc1",-0.862633090023749,5.41143945866598,22.6622355405487,5.41035812836245e-05,0.00126169634588315
"ddx21",-0.756399434535371,8.30379848508322,22.6587273803373,5.41579370004407e-05,0.00126169634588315
"ptpa",0.659827581813776,3.06665019655879,22.6376935671659,5.4485069721091e-05,0.00126396165960573
"dap1b",-1.19750784852534,6.23113971975104,22.6224797994294,5.47230080790296e-05,0.00126414747234666
"nploc4",1.25692192854559,2.77487068852839,22.5698926923015,5.55540915855523e-05,0.00127587181768244
"dap3",0.835178061711832,3.16148666664883,22.5610818589982,5.5694659193122e-05,0.00127587181768244
"atp5if1",-2.39332193405645,4.43182640082331,22.7697010234473,5.64423322271727e-05,0.00128763461653525
"ero1a",1.18819441863458,5.16886252432978,22.4954224198,5.67543015770516e-05,0.00128940144657285
"cpsf3",0.725528669344835,4.83254628047019,22.4717468640105,5.71416859179353e-05,0.00129286003776464
"ubtf",0.858071580227019,3.20291073842793,22.4526375865354,5.74564281272105e-05,0.00129427684727068
"copa",0.703244871084884,5.14349534244723,22.4394258367315,5.76751232414182e-05,0.00129427684727068
"eftud2",0.841203363832013,3.1943662472414,22.3357328772958,5.94229441353651e-05,0.00132807864575706
"sucla2",0.815704105797752,3.2564310448785,22.1794282992074,6.2166019155171e-05,0.00138376021585073
"ssr1",0.681327357341685,6.30807713945955,22.1040978266521,6.35363580800495e-05,0.00140385055544538
"sik1",-2.46638818830775,4.48106901241181,22.3850465747132,6.35792630603673e-05,0.00140385055544538
"LOC105935514",0.576746958111522,3.70505011894759,22.073896504063,6.4094836871219e-05,0.00140957365247185
"dynll2b",-1.01116136523662,4.40772150936072,22.0203024166207,6.50989218051892e-05,0.00142595168161327
"fbp1b",-0.815640945697755,12.122601357655,21.9858494002795,6.5753316938594e-05,0.00143457038304917
"LOC105920619",1.24737801015047,6.29979150687817,21.8873113328303,6.76642691609342e-05,0.0014704274776554
"tmprss2",-1.65932725963243,4.91186297217652,21.8483106441217,6.91987986777019e-05,0.00149062951785333
"pdap1a",0.548744818126618,4.71145339171497,21.7997958353006,6.9411553424954e-05,0.00149062951785333
"hibadhb",0.694969704072443,4.28129775522647,21.7823656181411,6.97653117667308e-05,0.00149062951785333
"spcs2",0.88715023733652,4.77990210835217,21.7793058966663,6.98276106239296e-05,0.00149062951785333
"ide",0.719225464966419,3.63554304758373,21.7733273709006,6.99495117508473e-05,0.00149062951785333
"glrx5",0.513262009191701,4.74792249370506,21.7181093148145,7.10862716069714e-05,0.00149981771517738
"adm2a",-3.26512488973562,6.01051802026271,22.1121111832743,7.11128297045042e-05,0.00149981771517738
"fabp10a",-0.960946543318931,14.3536066475978,21.7126825206976,7.11990585051467e-05,0.00149981771517738
"pi4kb",0.654850019459468,4.3251935097646,21.674869770078,7.1990292756636e-05,0.00150637452099879
"ubr2",0.943135740363542,4.24874468742974,21.6633515860446,7.22331853684802e-05,0.00150637452099879
"LOC105917273",1.28365173241087,3.03290516878303,21.652582577267,7.24610764338036e-05,0.00150637452099879
"LOC118560193",1.06687790093871,3.09830200886782,21.6345274163201,7.2844890960047e-05,0.00150637452099879
"si:ch211-217a12.1",-0.813993559949135,9.72963772348349,21.6256114078154,7.30352318811397e-05,0.00150637452099879
"LOC105923800",1.18122134436394,7.3321944873776,21.6200495950157,7.31542373784427e-05,0.00150637452099879
"LOC105931567",-0.663640813360517,10.9422237622465,21.504572313788,7.56727713468451e-05,0.00155242125695878
"tln1",-0.871130511638977,3.35537046423007,21.4264792881429,7.74286984959881e-05,0.00157970251465168
